2021,"On the Trail of Alexander von Humboldt in the Altai: A Mental Time Travel?","Guenther O., Vedernikov V.",1728192X,"Russian Sociological Review",20, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Calculation of phase transitions in condensation units for recovery of oil and oil products vapors","Korshak A.A., Korshak A.A., Pshenin V.V.",00282448,"Neftyanoe Khozyaystvo - Oil Industry",2021, 6,0,0,0,0,0,0,0,0,0,0,0
2021,"Sandstone (Polymictic) acid treatment design optimization based on complex approach","Maltcev A.A.",00282448,"Neftyanoe Khozyaystvo - Oil Industry",2021, 6,0,0,0,0,0,0,0,0,0,0,0
2021,"[Procedure to determine weighted average capacity of machine chains in potash mines, МЕТОДИКА ОПРЕДЕЛЕНИЯ СРЕДНЕВЗВЕШЕННОЙ ПРОИЗВОДИТЕЛЬНОСТИ МЕХАНИЗИРОВАННЫХ КОМБАЙНОВЫХ КОМПЛЕКСОВ КАЛИЙНЫХ РУДНИКОВ]","Shishlyannikov D.I., Zverev V.Yu., Muravsky A.K., Zvonarev I.E., Korolyov I.A.",02361493,"Mining Informational and Analytical Bulletin",2021, 7,0,0,0,0,0,0,1,0,1,0,1
2021,"Mathematical modeling of drive transitive process with linear change in control input","Ershov D., Lukyanenko I., Zlotnikov E.",16130073,"CEUR Workshop Proceedings",2899, ,0,0,0,0,0,0,0,0,0,0,0
2021,"[Spectrum survey data application in ecological monitoring of aquatic vegetation, ПРИМЕНЕНИЕ ДАННЫХ СПЕКТРАЛЬНОЙ СЪЕМКИ ДЛЯ ЭКОЛОГИЧЕСКОГО МОНИТОРИНГА ВОДНОЙ РАСТИТЕЛЬНОСТИ]","Korotaeva A.E., Pashkevich M.A.",02361493,"Mining Informational and Analytical Bulletin",2021, 5,0,0,0,0,0,0,4,1,5,0,5
2021,"[Physical simulation of load displacement resistance of peat land surface on test bench, ФИЗИЧЕСКОЕ МОДЕЛИРОВАНИЕ СОПРОТИВЛЕНИЯ ПЕРЕМЕЩЕНИЮ ГРУЗОВ ПО ПОВЕРХНОСТИ ТОРФЯНОГО МЕСТОРОЖДЕНИЯ НА СТЕНДЕ]","Yakupov D.R., Ivanova P.V., Ivanov S.L.",02361493,"Mining Informational and Analytical Bulletin",2021, 5-1,0,0,0,0,0,0,0,1,1,0,1
2021,"Ancient philosophers in Saint Petersburg: Visual-plastic forming of city and person","Dorofeev D.",19954328,"Schole",15, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Electrophilic-nucleophilic properties as a factor in the formation of antifriction and hydrophobic properties of surface-modified metals with ammonium and organosilicon compounds","Syrkov A.G., Kabirov V.R., Pomogaibin A.P., Kkhan N.K.",1606867X,"Kondensirovannye Sredy Mezhfaznye Granitsy",23, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Procedural framework for explosion classification by the seismic load criterion","Kholodilov A.N., Gospodarikov A.P., Eremenko A.A.",00172278,"Gornyi Zhurnal",2021, 5,0,0,0,0,0,0,1,1,2,0,2
2021,"Discovering max scheler [rev.] malinkin a.n. kontseptsiya fenomenologii maksa shelera. sheler vs gusserl’. [the concept of phenomenology by max scheler. scheler vs husserl.] Moscow: Russkaya shkola publ., 2019","Dorofeev D.Yu.",15622495,"Sotsiologicheskiy Zhurnal",27, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"[Responsible resource wealth management in ensuring inclusive growth, Odpowiedzialne zarządzanie zasobami w zapewnieniu wzrostu włączającego]","Lapinskas A., Makhova L., Zhidikov V.",20817452,"Polish Journal of Management Studies",23, 2,0,0,0,0,0,0,1,2,3,0,3
2021,"Obtaining and electronic emission of planar structures of metallic copper on a porous ceramic substrate","Pak V.N., Lapatin N.A., Pronin V.P., Yachmenova L.A.",03722929,"Tsvetnye Metally",2021, 5,0,0,0,0,0,0,1,0,1,0,1
2021,"Trends in Olympic games program design: Comparative analysis of 2021 and 2024 Olympics","Somkin A.A., Novikova E.S., Yakovleva Y.A.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Prevention of scale in the downhole equipment and productive reservoir during the oil well operation","Saychenko L., Tananykhin D., Ashena R.",14514117,"Journal of Applied Engineering Science",19, 2,0,0,0,0,0,2,7,0,9,0,9
2021,"Improving the economic efficiency of vapor recovery units at hydrocarbon loading terminals","Fetisov V., Mohammadi A.H., Pshenin V., Kupavykh K., Artyukh D.",12944475,"Oil and Gas Science and Technology",76, ,0,0,0,0,0,2,2,0,4,0,4
2021,"English for Specific Purposes (ESP) on-line Teaching for Engineering Students","Pushmina S.A.",14462257,"World Transactions on Engineering and Technology Education",19, 2,0,0,0,0,0,0,0,1,1,0,1
2021,"Introduction of a workflow for tomographic analysis of formation stimulation using novel nano-based encapsulated acid systems","Petrakov D., Jafarpour H., Qajar J., Aghaei H., Hajiabadi H.",14514117,"Journal of Applied Engineering Science",19, 2,0,0,0,0,0,0,2,0,2,0,2
2021,"[Optimization of geometry design of quasi-rectangular section tunnel by the force criterion, РАСЧЕТ ОПТИМАЛЬНЫХ ГЕОМЕТРИЧЕСКИХ ПАРАМЕТРОВ ТОННЕЛЯ КВАЗИПРЯМОУГОЛЬНОГО ПОПЕРЕЧНОГО ОЧЕРТАНИЯ ПО СИЛОВОМУ ФАКТОРУ]","Tien N.T., Karasev M.A.",02361493,"Mining Informational and Analytical Bulletin",2021, 6,0,0,0,0,0,0,1,0,1,0,1
2021,"Problems of Employment of Disabled People in Modern Russia: Social and Legal Aspect","Stankevich G.V., Mitrofanova S.V., Smirnova E.V., Novikova E.S., Stepanova L.P.",23673370,"Lecture Notes in Networks and Systems",198, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Device Availability by Students to Support Blended Learning in Graphical Sciences","Ignatiev S., Folomkin A., Shamrov I., Trubetskaya O., Moroz O.",14462257,"World Transactions on Engineering and Technology Education",19, 2,0,0,0,0,0,0,1,0,1,0,1
2021,"[Re-backfill technology and equipment, ОБОРУДОВАНИЕ И ТЕХНОЛОГИИ ДЛЯ ПРОВЕДЕНИЯ РАБОТ ПО ДОЗАКЛАДКЕ ВЫРАБОТАННОГО ПРОСТРАНСТВА]","Vasilyeva M.A., Volchikhina A.A., Morozov M.D.",02361493,"Mining Informational and Analytical Bulletin",2021, 6,0,0,0,0,0,0,0,0,0,0,0
2021,"[Optimizing control of mining machine power-units within the normal power setting range by means of engine oil quality monitoring, ОПТИМАЛЬНОЕ УПРАВЛЕНИЕ СИЛОВЫМИ АГРЕГАТАМИ ГОРНЫХ МАШИН В ДИАПАЗОНЕ ЭКСПЛУАТАЦИОННЫХ РЕЖИМОВ ПРИ ПРИМЕНЕНИИ СИСТЕМЫ КОНТРОЛЯ КАЧЕСТВА МОТОРНОГО МАСЛА]","Belikova D.D., Morozov E.V., Khisamutdinova E.L.",02361493,"Mining Informational and Analytical Bulletin",2021, 6,0,0,0,0,0,0,2,0,2,0,2
2021,"Strategy of water-flooding enhancement for low-permeable polymictic reservoirs","Palyanitsina A., Tananykhin D., Masoud R.",14514117,"Journal of Applied Engineering Science",19, 2,0,0,0,0,0,1,1,1,3,0,3
2021,"Study the Recycling of Red Mud in Iron Ore Sintering Process","Khalifa A.A., Bazhin V.Y., Vadimovna K.Y., Abdelrahim A., Ahmed Y.M.Z.",22998993,"Journal of Ecological Engineering",22, 6,0,0,0,0,0,0,6,0,6,0,6
2021,"Scientific school of plasma nanotechnologies and plasma power engineering in mining university","Popova A.N., Klimenkov B.D., Grabovskiy A.Yu.",08696632,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika",29, 2,0,0,0,0,0,1,0,0,1,0,1
2021,"Study of the peculiarities of the leaching process for self-crumbling limestone-kaolin cakes","Eldeeb A.B., Brichkin V.N., Kurtenkov R.V., Bormotov I.S.",02023776,"Obogashchenie Rud",2021, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Influence of electromagnetic effects on the parameters of the formation of secondary ecosystems","Vasilyeva M., Kovshov S., Zelentsova A.",12301485,"Polish Journal of Environmental Studies",30, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Manifestation of certain nervous system properties of combat athletes during competitive activities","Rudenko G.V., Kuvanov V.A., Simakov D.A.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Somatotype and its effect on wrestlers’ personal qualities","Tkachuk M.G., Panchenko I.A., Kuvanov Y.A.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Psychophysiological state of athletes from team sports depending on their skill level","Lutkova N.V., Makarov Y.M., Panchenko I.A.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Building methodological competences in female students of israeli teacher training college based on their cognitive and motor characteristics","Soo L., Medvedeva E.N., Izotov E.A.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Pedagogical management structure in terms of sportization of physical education at technical universities","Kostromin O.V., Novitsky Y.I., Yakovlev S.A.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Transformation in human resource training within educational system of russia","Kostyuchenko V.F., Zverev V.D., Vasiliev D.A.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,1,0,1,0,1
2021,"Analysis of the relationship between the professionally important qualities of a specialist and the safety of technological processes in metallurgy","Tumanov M.V., Chumakov N.A., Kiseleva O.A.",04092961,"Bezopasnost' Truda v Promyshlennosti",2021, 5,0,0,0,0,0,0,0,0,0,0,0
2021,"Biomechanical characteristics of alternating arm wave move in rhythmic gymnastics","Medvedeva E.N., Ilyina N.P., Larionova M.N.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Technology-based approach to distance learning under academic physical education and sports discipline","Korelskaya I.E., Varentsova I.A., Ilyushchenko S.A.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,1,0,1,0,1
2021,"Factor analysis of industrial injuries with the purpose to improve the procedures for training the employees in occupational safety during coal mining","Rudakov M.L., Smirnyakova V.V., Almosova Y.V., Kargopolova A.P.",04092961,"Bezopasnost' Truda v Promyshlennosti",2021, 5,0,0,0,0,0,2,1,0,3,0,3
2021,"Physical education to build professional competency of future mine-rescuers","Dubrovskaya Yu.A., Rudenko G.V., Pikhkonen L.V.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Reduction of dust in the longwall faces of coal mines: Problems and perspective solutions","Kornev A.V., Korshunov G.I., Kudelas D.",13351788,"Acta Montanistica Slovaca",26, 1,0,0,0,0,0,0,6,2,8,0,8
2021,"Intensive underground mining technologies: Challenges and prospects for the coal mines in Russia","Kazanin O., Sidorenko A., Drebenstedt C.",13351788,"Acta Montanistica Slovaca",26, 1,0,0,0,0,0,1,4,1,6,0,6
2021,"The future of russian arctic oil and gas projects: Problems of assessing the prospects","Chanysheva A., Ilinova A.",20771312,"Journal of Marine Science and Engineering",9, 5,0,0,0,0,0,5,6,1,12,0,12
2021,"Dynamics of students' ideas about the work in the arctic","Sharok V.V., Yakovleva Y.A., Vakhnin N.A.",08693617,"Vysshee Obrazovanie v Rossii",30, 4,0,0,0,0,0,0,1,0,1,0,1
2021,"Study of the composition and properties of the copper ore processing tailings of pjsc gaysky mining and processing plant","Babenko D.A., Pashkevich M.A.",02023776,"Obogashchenie Rud",2021, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Improving the quality of electricity in the power supply systems of the mineral resource complex with hybrid filter-compensating devices","Sychev Y.A., Zimin R.Yu.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,0,5,5,0,10,0,10
2021,"LoRaWAN Gateway Coverage Evaluation for Smart City Applications","Shpenst V., Terleev A.",21903018,"Smart Innovation, Systems and Technologies",220, ,0,0,0,0,0,1,0,0,1,0,1
2021,"Assessment of negative infrastructural externalities when determining the land value","Bykova E.N.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,1,0,0,0,1,0,1
2021,"Results of comprehensive geophysical studies on the search for crypts on the territory of suburban necropolis of tauric chersonese in the karantinnaya balka","Glazunov V.V., Ageev A.S., Gorelik G.D., Sarapulkina T.V.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Dynamic simulation of industrial-scale gibbsite crystallization circuit","Golubev V.O., Litvinova T.E.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,0,0,5,1,6,0,6
2021,"Oil and gas content of the understudied part in the northwest of the timan-pechora oil and gas province according to the results of basin modeling","Prishchepa O.М., Borovikov I.S., Grokhotov E.I.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,0,0,1,1,2,0,2
2021,"Development of detergent for drilling muds while directional drilling","Gizatullin R.R., Budovskaya M.E., Dvoynikov M.V.",,"Advances in Raw Material Industries for Sustainable Development Goals",, ,0,0,0,0,0,1,0,1,2,0,2
2021,"Conducting industrial explosions near gas pipelines","Khokhlov S.V., Sokolov S.T., Vinogradov Y.I., Frenkel I.B.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,0,0,3,0,3,0,3
2021,"Development of viscoelastic systems and technologies for isolating water-bearing horizons with abnormal formation pressures during oil and gas wells drilling","Dvoinikov M.V., Kuchin V.N., Mintsaev M.Sh.",24113336,"Journal of Mining Institute",247, 1,0,0,0,0,0,3,9,2,14,0,14
2021,"Public-private partnership as a tool of sustainable development in the oil-refining sector: Russian case","Filatova I., Nikolaichuk L., Zakaev D., Ilin I.",20711050,"Sustainability (Switzerland)",13, 9,0,0,0,0,0,12,15,0,27,0,27
2021,"Assessment of the parameters of a shock wave on the wall of an explosion cavity with the refraction of a detonation wave of emulsion explosives","Afanasev P.I., Makhmudov K.F.",20763417,"Applied Sciences (Switzerland)",11, 9,0,0,0,0,0,2,3,0,5,0,5
2021,"[Assessment of noise impact on coal mine workers including way to/from workplace, Оцінка шумового впливу на працівників вугільних шахт з урахуванням проходження на робоче місце та назад]","Nikulin A.N., Dolzhikov I.S., Stepanova L.V., Golod V.A.",20712227,"Naukovyi Visnyk Natsionalnoho Hirnychoho Universytetu",, 2,0,0,0,0,0,0,3,0,3,0,3
2021,"[Principles for selecting, training and maintaining skills for safe work of personnel for mining industry enterprises, Принципи відбору, навчання й підтримки навичок безпечної роботи персоналу для підприємств гірничодобувної галузі]","Gendler S.G., Tumanov M.V., Levin L.Yu.",20712227,"Naukovyi Visnyk Natsionalnoho Hirnychoho Universytetu",, 2,0,0,0,0,0,1,1,0,2,0,2
2021,"Research on dynamic and mechanical properties of magnetoactive elastomers with high permeability magnetic filling agent at complex magneto-temperature exposure","Vasilyeva M., Nagornov D., Orlov G.",19961944,"Materials",14, 9,0,0,0,0,0,2,3,0,5,0,5
2021,"Improvement of efficiency of metal recycling in metallurgical production","Maksarov V.V., Khalimonenko A.D., Olt J.",01320890,"Chernye Metally",2021, 3,0,0,0,0,0,1,0,0,1,0,1
2021,"Justification on choosing screw pumping units as energy efficient artificial lift technology","Sidorkin D.I., Kupavykh K.S.",10297448,"Energetika. Proceedings of CIS Higher Education Institutions and Power Engineering Associations",64, 2,0,0,0,0,0,0,2,1,3,0,3
2021,"Erratum to:Intelligence Systems for Quality Assessment of Threaded Surfaces and Flaw Monitoring Based on Digital Light Field Recording (Russian Journal of Nondestructive Testing, (2020), 56, 11, (915-926), 10.1134/S1061830920110054)","Olt J., Maksarov V.V., Makhov V.E.",10618309,"Russian Journal of Nondestructive Testing",57, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Drilling the new 5G-5 branch hole at Vostok Station for collecting a replicate core of old meteoric ice","Turkeev A.V., Vasilev N.I., Lipenkov V.Y., Bolshunov A.V., Ekaykin A.A., Dmitriev A.N., Vasilev D.A.",02603055,"Annals of Glaciology",, ,0,0,0,0,0,0,1,0,1,0,1
2021,"Bottom sediments in a river under acid and alkaline wastewater discharge","Kharko P.A., Matveeva V.A.",27197050,"Ecological Engineering and Environmental Technology",22, 3,0,0,0,0,0,0,5,1,6,0,6
2021,"[Types of soil improvers for reclamation of mining-disturbed lands, ВИДЫ МЕЛИОРАНТОВ ДЛЯ РЕКУЛЬТИВАЦИИ ТЕХНОГЕННО НАРУШЕННЫХ ТЕРРИТОРИЙ ГОРНОЙ ПРОМЫШЛЕННОСТИ]","Petrova T.A., Rudzish E.",02361493,"Mining Informational and Analytical Bulletin",2021, 4,0,0,0,0,0,0,2,0,2,0,2
2021,"[Effect of tailings storage facility on surface water at copper-pyrite deposit, ИССЛЕДОВАНИЕ ВЛИЯНИЯ ХВОСТОВОГО ХОЗЯЙСТВА МЕДНО-КОЛЧЕДАННОГО МЕСТОРОЖДЕНИЯ НА ПОВЕРХНОСТНЫЕ ВОДЫ]","Plokhov A.S., Kharko P.A., Pashkevich M.A.",02361493,"Mining Informational and Analytical Bulletin",2021, 4,0,0,0,0,0,0,4,0,4,0,4
2021,"Analysis of Air Monitoring System in Megacity on the Example of St. Petersburg","Dzhevaga N., Borisova D.",22998993,"Journal of Ecological Engineering",22, 4,0,0,0,0,0,0,2,1,3,0,3
2021,"Some Aspects of Groundwater Resources Management in Transboundary Areas","Golovina E., Grebneva A.",22998993,"Journal of Ecological Engineering",22, 4,0,0,0,0,0,1,1,0,2,0,2
2021,"Assessment of the Efficiency of Using Organic Waste from the Brewing Industry for Bioremediation of Oil-Contaminated Soils","Strizhenok A.V., Korelskiy D.S., Choi Y.",22998993,"Journal of Ecological Engineering",22, 4,0,0,0,0,0,1,1,0,2,0,2
2021,"Formation of physical education system in technical educational institutions of the Russian empire","Dubrovskaya Y.A., Rudenko G.V., Vakhnin N.A.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Women's team spors: Dexterity test criteria","Lutkova N.V., Makarov Y.M., Murasheva M.V.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Multiple use of physical education means and methods to reduce entropy of sars-cov-2","Grigoriev V.I., Gromov M.M., Kovalenko A.I.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,1,0,0,1,0,1
2021,"Highly coordinated kicks in taekwondo: Modern trends","Rudenko G.V., Simakov D.A., Korostelev E.N.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Formation of valeological competency in future engineers","Zarodnyuk G.V., Izotov E.A., Selyukin D.B.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Peculiarities of organization of online physical education and sports classes at universities","Savelyev D.S., Kuvanov V.A., Zherlygina E.S.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,0,3,0,3,0,3
2021,"Fitball gymnastics in rehabilitation of special health group students","Mikhailovsky S.P., Gromov M.M., Kovalenko A.I.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Conceptual foundations of athlete’s physical fitness structuring","Khubbiev S.Z., Pakholkova N.V., Zakharov A.E.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,0,1,0,1,0,1
2021,"Genesis of foreign research on leisure and recreational activities","Elmurzaev M.A., Zaitsev A.V., Murasheva M.V.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Coordinated actions of elite female athletes when performing lifts in aesthetic gymnastics","Medvedeva E.N., Stepanova I.A., Bobrov I.V.",00403601,"Teoriya i Praktika Fizicheskoy Kultury",2021, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Dog – image paremias in translation (Based on nikita khrushchev’s memoirs)","Carter E.V.",23349182,"Journal of Teaching English for Specific and Academic Purposes",9, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Geodesic support of laser scan technology use for fixing cultural heritage objects","Choker H.M., Mustafin M.G.",00167126,"Geodezia i Kartografia",968, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Influence of the microstructure on the damping properties of stress-strain tool systems in the processing of welded structures from dissimilar steels","Maksarov V.V., Efimov A.E., Keksin A.I.",02555476,"Materials Science Forum",1022, ,0,0,0,0,0,0,2,0,2,0,2
2021,"The effect of combined loads on the destruction of rocks with a granular structure","Romanova V.S., Gabov V.V.",02555476,"Materials Science Forum",1022, ,0,0,0,0,0,0,1,0,1,0,1
2021,"Structure formation of butt joints made of aluminum alloys to ensure the quality of mechanical engineering products","Sharapova D.M., Sharapov M.G., Sharonov N.I.",02555476,"Materials Science Forum",1022, ,0,0,0,0,0,0,1,0,1,0,1
2021,"Influence of the material structure and properties on the wear resistance of gears with different geometries","Ivanov S., Shishkin P.",02555476,"Materials Science Forum",1022, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Mechanical properties and mineralogical composition of potash ore as a factor in selecting the processing method","Kuskova Y.V., Lipnitsky N.A.",02555476,"Materials Science Forum",1022, ,0,0,0,0,0,0,1,0,1,0,1
2021,"A surface structure formation of stainless steel using a laser","Konchus D.A., Sivenkov A.V.",02555476,"Materials Science Forum",1022, ,0,0,0,0,0,0,4,0,4,0,4
2021,"Analysis of the structure of viscous oil flow for the development of a system to prevent the formation of paraffin deposits in pipelines","Kopteva A., Dementyev A., Koptev V.",02555476,"Materials Science Forum",1022, ,0,0,0,0,0,1,1,0,2,0,2
2021,"[Field study of DTH hammer operation with rock drilling machines, ЭКСПЕРИМЕНТАЛЬНЫЕ ИССЛЕДОВАНИЯ ПОГРУЖНОГО ПНЕВМОУДАРНИКА БУРОВОГО СТАНКА]","Yungmeister D.A., Isaev A.I., Yacheikin A.I., Soboleva P.D.",02361493,"Mining Informational and Analytical Bulletin",2021, 3,0,0,0,0,0,0,4,0,4,0,4
2021,"[Professional competence formation in experience-oriented physical training and sports activities of mining engineers, ФОРМИРОВАНИЕ ПРОФЕССИОНАЛЬНЫХ КОМПЕТЕНЦИЙ ГОРНЫХ ИНЖЕНЕРОВ НА ПРАКТИКО-ОРИЕНТИРОВАННЫХ ЗАНЯТИЯХ ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ]","Dubrovskaya Yu.A., Pikhkonen L.V., Dubrovskaya B.A.",02361493,"Mining Informational and Analytical Bulletin",2021, 2,0,0,0,0,0,0,1,0,1,0,1
2021,"[Aerodynamic control in open pit gold mining, УПРАВЛЕНИЕ АЭРОДИНАМИЧЕСКИМИ ПРОЦЕССАМИ ПРИ РАЗРАБОТКЕ ЗОЛОТОРУДНЫХ МЕСТОРОЖДЕНИЙ ОТКРЫТЫМ СПОСОБОМ]","Gendler S.G., Borisovsky I.A.",02361493,"Mining Informational and Analytical Bulletin",2021, 2,0,0,0,0,0,0,5,1,6,0,6
2021,"[Estimation methods of wear mechanisms in cutting heads of mining machines: Review, ОБЗОР МЕТОДОВ ОЦЕНКИ МЕХАНИЗМОВ ИЗНАШИВАНИЯ ИСПОЛНИТЕЛЬНЫХ ОРГАНОВ ГОРНЫХ МАШИН]","Gromyka D.S., Utenkova T.G., Korotkova O.Y.",02361493,"Mining Informational and Analytical Bulletin",2021, 2,0,0,0,0,0,1,1,0,2,0,2
2021,"[Method for forecasting of surface facilities vibrations reasoned by impulse action of air shock waves, МЕТОДИКА ПРОГНОЗИРОВАНИЯ КОЛЕБАНИЙ НАЗЕМНЫХ ОБЪЕКТОВ ПРИ ИМПУЛЬСНОМ ВОЗДЕЙСТВИИ ВОЗДУШНЫХ УДАРНЫХ ВОЛН]","Kholodilov A.N., Vinogradov Yu.I.",02361493,"Mining Informational and Analytical Bulletin",2021, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Wolfram mathematica as applied to the interactive visualisation of descriptive geometry problems","Fortin C., Ignatiev S.A., Voronina M.V.",13283154,"Global Journal of Engineering Education",23, 1,0,0,0,0,0,1,2,0,3,0,3
2021,"Analysis of the causes of methane explosions, flashes and ignitions at coal mines of Russia in 2005-2019","Kabanov E.I., Korshunov G.I., Kornev A.V., Myakov V.V.",02361493,"Mining Informational and Analytical Bulletin",, 2-1,0,0,0,0,0,1,6,0,7,0,7
2021,"Technical and economic indicators of a slurry tailings hydro-transport system when replacing steel slurry lines with poly-urethane-coated slurry lines","Aleksandrov V.I., Sharkovskiy D.O., Ponomarev S.V.",02023776,"Obogashchenie Rud",2021, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Mechanism of deformation in rock mass surrounding intersection of mine shaft and salt bed","Marysyuk V.P., Sabyanin G.V., Andreev A.A., Vilner M.A.",00172278,"Gornyi Zhurnal",2021, 2,0,0,0,0,0,0,1,0,1,0,1
2021,"Increasing the yield of coarse coal fractions in shearing","Nguyen V.S., Nguyen K.L., Lykov Y.V.",00172278,"Gornyi Zhurnal",2021, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Silver 50 kopecks coins made by the metallurgist and the mining institute graduate petr latyshev","Bazhin V.Yu., Vedernikov V.V., Gorlenkov D.V.",03722929,"Tsvetnye Metally",2021, 2,0,0,0,0,0,0,2,0,2,0,2
2021,"Destress blasting in deep mines of nornickel’s polar division","Sabyanin G.V., Shilenko S.Yu., Trofimov A.V., Kirkin A.P.",00172278,"Gornyi Zhurnal",2021, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Directions for the development of transport machines for open-pit mining","Koptev V.Y., Kopteva A.V., Ivanova T.S.",14514117,"Journal of Applied Engineering Science",19, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Purification of oil-contaminated wastewater with a modified natural adsorbent","Chukaeva M., Zaytseva T., Matveeva V., Sverchkov I.",27197050,"Ecological Engineering and Environmental Technology",22, 2,0,0,0,0,0,0,2,0,2,0,2
2021,"ANALYSIS of LAND MANAGEMENT of the FOREST FUND","Pasko O.A., Zakharchenko A.V., Kovyazin V.F.",25001019,"Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering",332, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"Iconography of Plato in antiquity and in medieval orthodox painting","Dorofeev D.Yu., Svetlov R.V., Mikeshin M.I., Vasilyeva M.A.",19954328,"Schole",15, 1,0,0,0,0,0,0,1,1,2,0,2
2021,"Use of Information Technologies in Developing Foreign Language Competence for Professional Interaction of Undergraduate and Postgraduate Students Specializing in Mineral Resources","Murzo Y., Chuvileva N.",18688799,"International Journal of Emerging Technologies in Learning",16, 3,0,0,0,0,0,3,5,1,9,0,9
2021,"Self-employment trends amid the pandemic","Ilyashova G., Makhova L., Trifonov P., Khimmataliev D.",00453609,"Business and Society Review",, ,0,0,0,0,0,0,2,0,2,0,2
2021,"Modeling of heavy-oil flow with regard to their rheological properties","Beloglazov I., Morenov V., Leusheva E., Gudmestad O.T.",19961073,"Energies",14, 2,0,0,0,0,0,4,7,1,12,0,12
2021,"Mathematical modeling of the dynamics of a rotating layer of an electrically conducting fluid with magnetic field diffusion effects","Peregudin S.I., Peregudina E.S., Kholodova S.E.",21979545,"Springer Geology",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Religious metaphysics and poetics of the language of Joseph Brodsky (to the 80th anniversary of the poet’s birth)","Dorofeev D.Yu.",00428744,"Voprosy Filosofii",2021, 1,0,0,0,0,0,0,0,0,0,0,0
